Name（当前作者）,Value（该作者引用过的作者及引用次数）
Marcello Pelillo,{'Rota Bulo': 1}
Empirical Studies,"{'MB Here': 1, 'Field Programmable': 1, 'Final Ranking': 1, 'Spacetime Diagram': 1, 'For CAs': 1, 'JF Cordeau': 1}"
Daniel Graf,"{'Swiss Post': 1, 'ETH Zürich': 1}"
SWARAT CHAUDHURI,"{'Marco Faella': 1, 'Business Media': 1, 'Aldric Degorre': 1}"
MIHEER DEWASKAR,"{'Jannis Uhlendorf': 1, 'Hugo Gimbert': 1, 'Blaise Genest': 1, 'Parosh Abdulla': 1, 'Panagiotis Kouvaros': 1, 'Javier Esparza': 1, 'Sanjay Jain': 1, 'Alain Finkel': 1, 'Marcin Jurdzinski': 1, 'Ranko Lazic': 1, 'Tomas Brazdil': 1, 'Pierre Ganty': 1, 'Aymeric Vincent': 1, 'Paulin Fournier': 1, 'James Aspnes': 1, 'Laurent Doyen': 1, 'Nathalie Bertrand': 1, 'Dana Angluin': 1, 'Michael Blondin': 1, 'Thierry Massart': 1, 'Agnes Miermont': 1}"
BLAISE GENEST,"{'Jannis Uhlendorf': 1, 'Hugo Gimbert': 1, 'Blaise Genest': 1, 'Parosh Abdulla': 1, 'Panagiotis Kouvaros': 1, 'Javier Esparza': 1, 'Sanjay Jain': 1, 'Alain Finkel': 1, 'Marcin Jurdzinski': 1, 'Ranko Lazic': 1, 'Tomas Brazdil': 1, 'Pierre Ganty': 1, 'Aymeric Vincent': 1, 'Paulin Fournier': 1, 'James Aspnes': 1, 'Laurent Doyen': 1, 'Nathalie Bertrand': 1, 'Dana Angluin': 1, 'Michael Blondin': 1, 'Thierry Massart': 1, 'Agnes Miermont': 1}"
HUGO GIMBERT,"{'Jannis Uhlendorf': 1, 'Hugo Gimbert': 1, 'Blaise Genest': 1, 'Parosh Abdulla': 1, 'Panagiotis Kouvaros': 1, 'Javier Esparza': 1, 'Sanjay Jain': 1, 'Alain Finkel': 1, 'Marcin Jurdzinski': 1, 'Ranko Lazic': 1, 'Tomas Brazdil': 1, 'Pierre Ganty': 1, 'Aymeric Vincent': 1, 'Paulin Fournier': 1, 'James Aspnes': 1, 'Laurent Doyen': 1, 'Nathalie Bertrand': 1, 'Dana Angluin': 1, 'Michael Blondin': 1, 'Thierry Massart': 1, 'Agnes Miermont': 1}"
MARTIN GROHE,{'By Lemma': 1}
MARCELO ARENAS,"{'Carsten Lund': 1, 'Schloss Dagstuhl': 1, 'Aggeliki Chalki': 1, 'Pierre Bourhis': 1, 'In SST': 1, 'Dy Dz': 1}"
MARTIN MU,"{'Carsten Lund': 1, 'Schloss Dagstuhl': 1, 'Aggeliki Chalki': 1, 'Pierre Bourhis': 1, 'In SST': 1, 'Dy Dz': 1}"
XG Amsterdam,{'Andrej Bauer': 1}
Xavier Allamigeon,"{'Sicun Gao': 1, 'Cordian Riener': 1, 'Jeremy Avigad': 1, 'Sriram Sankaranarayanan': 1, 'Stephane Gaubert': 1, 'Ecole Polytechnique': 1, 'Amer Math': 1, 'Alexey Solovyev': 1, 'Behzad Akbarpour': 1, 'John Harrison': 1, 'Sunyoung Kim': 1, 'Xavier Allamigeon': 1, 'ER Hansen': 1, 'Bin Li': 1, 'Charoenchai Khompatraporn': 1, 'Coralia Cartis': 1, 'David Monniaux': 1, 'Nicolas Brisebarre': 1, 'Helfried Peyrl': 1, 'Hayato Waki': 1}"
Victor Magron,"{'Sicun Gao': 1, 'Cordian Riener': 1, 'Jeremy Avigad': 1, 'Sriram Sankaranarayanan': 1, 'Stephane Gaubert': 1, 'Ecole Polytechnique': 1, 'Amer Math': 1, 'Alexey Solovyev': 1, 'Behzad Akbarpour': 1, 'John Harrison': 1, 'Sunyoung Kim': 1, 'Xavier Allamigeon': 1, 'ER Hansen': 1, 'Bin Li': 1, 'Charoenchai Khompatraporn': 1, 'Coralia Cartis': 1, 'David Monniaux': 1, 'Nicolas Brisebarre': 1, 'Helfried Peyrl': 1, 'Hayato Waki': 1}"
Golriz Amooee,"{'Sankar Mahadevan': 1, 'Li Xiu': 1, 'LongSheng Chen': 1, 'JyunCheng Wang': 1, 'KaiYing Chen': 1, 'SS Liu': 1, 'EWT Ngai': 1, 'Chris Rygielski': 1, 'Julien Rabatel': 1, 'Sandra Bringay': 1, 'MS Choudhury': 1}"
Behrouz MinaeiBidgoli,"{'Sankar Mahadevan': 1, 'Li Xiu': 1, 'LongSheng Chen': 1, 'JyunCheng Wang': 1, 'KaiYing Chen': 1, 'SS Liu': 1, 'EWT Ngai': 1, 'Chris Rygielski': 1, 'Julien Rabatel': 1, 'Sandra Bringay': 1, 'MS Choudhury': 1}"
Malihe BagheriDehnavi,"{'Sankar Mahadevan': 1, 'Li Xiu': 1, 'LongSheng Chen': 1, 'JyunCheng Wang': 1, 'KaiYing Chen': 1, 'SS Liu': 1, 'EWT Ngai': 1, 'Chris Rygielski': 1, 'Julien Rabatel': 1, 'Sandra Bringay': 1, 'MS Choudhury': 1}"
Corrado B?hm,{'JP Kahane': 1}
FLORENT DELGRANGE,"{'Joachim Klein': 1, 'General MDPs': 1, 'Mauricio Gonzalez': 1}"
Mikael Brudfors,"{'YM Huang': 1, 'YW Wen': 1}"
Parashkev Nachev,"{'YM Huang': 1, 'YW Wen': 1}"
Bernard Berthomieu,"{'Bernard Berthomieu': 1, 'Thomas Nielsen': 1, 'Laura Recalde': 1, 'Denis Poitrenaud': 1, 'Computational Cybernetics': 1, 'PierreOlivier Ribet': 1, 'Enrique Teruel': 1, 'Michel Hack': 1, 'Yann ThierryMieg': 1, 'Javier Esparza': 1, 'Raymond Hemmecke': 1, 'Manuel Silva': 1, 'Markus Behle': 1}"
San Jose,"{'Nick Craswell': 1, 'Nadav Golbandi': 1, 'Praveen Chandar': 1, 'Laura Granka': 1, 'Zhe Cao': 1, 'Ilya Markov': 1, 'Adith Swaminathan': 1, 'Chengxiang Zhai': 1, 'Olivier Chapelle': 1, 'Qingyao Ai': 1, 'Filip Radlinski': 1, 'Xuanhui Wang': 1, 'Jing He': 1, 'Aman Agarwal': 1, 'Katja Hofmann': 1, 'Aleksandr Chuklin': 1, 'Fan Guo': 1, 'Chao Liu': 1, 'Robert Kleinberg': 1, 'Keping Bi': 1, 'Ivan Zaitsev': 1, 'Torsten Joachims': 1, 'Ben Carterete': 1, 'Tao Qin': 1, 'Shimon Whiteson': 1}"
Rue Berlier,"{'In Section': 1, 'SRI International': 1, 'Inductive Types': 1}"
Fang Song,"{'Henry Yuen': 1, 'Andreas Hulsing': 1, 'Stephen Jordan': 1, 'Kirsten Eisentrager': 1, 'Gaetan Leurent': 1, 'Gorjan Alagic': 1, 'Masakatu Morii': 1, 'Dominique Unruh': 1, 'Marc Kaplan': 1, 'Leo Ducas': 1, 'Sumegha Garg': 1, 'Mark Zhandry': 1, 'Ethan Bernstein': 1, 'Tommaso Gagliardoni': 1, 'Sean Hallgren': 1, 'Amit Sahai': 1, 'Lily Chen': 1, 'Dan Boneh': 1, 'JeanFrancois Biasse': 1, 'Ronald Cramer': 1, 'Fang Song': 1, 'Thomas Santoli': 1, 'Chris Peikert': 1}"
Air France,{'Van Ditmarsch': 1}
ALVARO GARC,{'Schloss Dagstuhl': 1}
Alfredo Goldmanb,"{'YK Kwok': 1, 'CC Lin': 1, 'CM Wu': 1, 'CW Tsai': 1, 'Due Dates': 1, 'CL Wang': 1, 'MR Shie': 1, 'Input Accuracy': 1, 'BG Chun': 1, 'Basic Concepts': 1, 'Input Semantics': 1, 'RS Chang': 1, 'ZH Zhan': 1, 'TQ He': 1, 'WC Huang': 1, 'ES Jung': 1, 'LJ Cai': 1, 'Proceedings International': 1, 'XF Liu': 1, 'CY Liu': 1}"
Ehsan Shoja,"{'JY Huang': 1, 'LH Yen': 1}"
Emde Boas,"{'Relative Unfoldings': 1, 'UsefulUseless Steps': 1, 'Useful Derivations': 1, 'Standard Derivations': 1, 'Made Abstract': 1, 'Road Map': 1, 'In Sect': 1, 'LOU Contexts': 1, 'Marcel Dekker': 1, 'Summing Up': 1}"
HARSH BEOHAR,{'Modern Algebra': 1}
ALEXANDRA SILVA,"{'Modern Algebra': 1, 'Generalised Determinisation': 1, 'In Example': 1, 'Convex Algebras': 1, 'Probabilistic Automata': 1}"
Issa Atoum,"{'JH Chiang': 1, 'Hybrid Methods': 1, 'Google Trigrams': 1, 'HC Yu': 1, 'EXPERIMENTAL EVALUATION': 1}"
Ahmed Otoom,"{'JH Chiang': 1, 'Hybrid Methods': 1, 'Google Trigrams': 1, 'HC Yu': 1, 'EXPERIMENTAL EVALUATION': 1}"
Narayanan Kulathuramaiyer,"{'JH Chiang': 1, 'Hybrid Methods': 1, 'Google Trigrams': 1, 'HC Yu': 1, 'EXPERIMENTAL EVALUATION': 1}"
KARINE ALTISEN,"{'Anissa Lamani': 1, 'Frederic Blanqui': 1, 'Andrea Asperti': 1, 'Alexis Fouilhe': 1, 'Cedric Auger': 1, 'Zohir Bouzid': 1, 'Frederic Desprez': 1, 'Georges Gonthier': 1, 'Software Engineers': 1, 'Gerry Siegemund': 1, 'Nicolas BraudSantoni': 1, 'Eddy Caron': 1, 'Manuel Barbosa': 1, 'Nachum Dershowitz': 1, 'Borzoo Bonakdarpour': 1, 'Uwe Nestmann': 1, 'JeanMichel Couvreur': 1, 'Alain Bui': 1, 'Lionel Rieg': 1, 'Pierre Corbineau': 1, 'ShingTsaan Huang': 1, 'Nissim Francez': 1, 'Pierre Courtieu': 1, 'Mathilde Duclos': 1, 'Shlomi Dolev': 1, 'Karim Bessaoud': 1, 'In Section': 1, 'Vincent Filou': 1, 'Roderick Bloem': 1, 'Stephane Devismes': 1, 'Fathiyeh Faghih': 1, 'Corbineau Pierre': 1, 'David Monniaux': 1, 'HweyPyng Yu': 1, 'Pierre Casteran': 1, 'NianShing Chen': 1, 'Meixian Chen': 1, 'Karine Altisen': 1, 'John Mccarthy': 1, 'Distributed Comput': 1, 'Yuxin Deng': 1}"
PIERRE CORBINEAU,"{'Anissa Lamani': 1, 'Frederic Blanqui': 1, 'Andrea Asperti': 1, 'Alexis Fouilhe': 1, 'Cedric Auger': 1, 'Zohir Bouzid': 1, 'Frederic Desprez': 1, 'Georges Gonthier': 1, 'Software Engineers': 1, 'Gerry Siegemund': 1, 'Nicolas BraudSantoni': 1, 'Eddy Caron': 1, 'Manuel Barbosa': 1, 'Nachum Dershowitz': 1, 'Borzoo Bonakdarpour': 1, 'Uwe Nestmann': 1, 'JeanMichel Couvreur': 1, 'Alain Bui': 1, 'Lionel Rieg': 1, 'Pierre Corbineau': 1, 'ShingTsaan Huang': 1, 'Nissim Francez': 1, 'Pierre Courtieu': 1, 'Mathilde Duclos': 1, 'Shlomi Dolev': 1, 'Karim Bessaoud': 1, 'In Section': 1, 'Vincent Filou': 1, 'Roderick Bloem': 1, 'Stephane Devismes': 1, 'Fathiyeh Faghih': 1, 'Corbineau Pierre': 1, 'David Monniaux': 1, 'HweyPyng Yu': 1, 'Pierre Casteran': 1, 'NianShing Chen': 1, 'Meixian Chen': 1, 'Karine Altisen': 1, 'John Mccarthy': 1, 'Distributed Comput': 1, 'Yuxin Deng': 1}"
AND ST,"{'Anissa Lamani': 1, 'Frederic Blanqui': 1, 'Andrea Asperti': 1, 'Alexis Fouilhe': 1, 'Cedric Auger': 1, 'Zohir Bouzid': 1, 'Frederic Desprez': 1, 'Georges Gonthier': 1, 'Software Engineers': 1, 'Gerry Siegemund': 1, 'Nicolas BraudSantoni': 1, 'Eddy Caron': 1, 'Manuel Barbosa': 1, 'Nachum Dershowitz': 1, 'Borzoo Bonakdarpour': 1, 'Uwe Nestmann': 1, 'JeanMichel Couvreur': 1, 'Alain Bui': 1, 'Lionel Rieg': 1, 'Pierre Corbineau': 1, 'ShingTsaan Huang': 1, 'Nissim Francez': 1, 'Pierre Courtieu': 1, 'Mathilde Duclos': 1, 'Shlomi Dolev': 1, 'Karim Bessaoud': 1, 'In Section': 1, 'Vincent Filou': 1, 'Roderick Bloem': 1, 'Stephane Devismes': 1, 'Fathiyeh Faghih': 1, 'Corbineau Pierre': 1, 'David Monniaux': 1, 'HweyPyng Yu': 1, 'Pierre Casteran': 1, 'NianShing Chen': 1, 'Meixian Chen': 1, 'Karine Altisen': 1, 'John Mccarthy': 1, 'Distributed Comput': 1, 'Yuxin Deng': 1}"
EPHANE DEVISMES,"{'Anissa Lamani': 1, 'Frederic Blanqui': 1, 'Andrea Asperti': 1, 'Alexis Fouilhe': 1, 'Cedric Auger': 1, 'Zohir Bouzid': 1, 'Frederic Desprez': 1, 'Georges Gonthier': 1, 'Software Engineers': 1, 'Gerry Siegemund': 1, 'Nicolas BraudSantoni': 1, 'Eddy Caron': 1, 'Manuel Barbosa': 1, 'Nachum Dershowitz': 1, 'Borzoo Bonakdarpour': 1, 'Uwe Nestmann': 1, 'JeanMichel Couvreur': 1, 'Alain Bui': 1, 'Lionel Rieg': 1, 'Pierre Corbineau': 1, 'ShingTsaan Huang': 1, 'Nissim Francez': 1, 'Pierre Courtieu': 1, 'Mathilde Duclos': 1, 'Shlomi Dolev': 1, 'Karim Bessaoud': 1, 'In Section': 1, 'Vincent Filou': 1, 'Roderick Bloem': 1, 'Stephane Devismes': 1, 'Fathiyeh Faghih': 1, 'Corbineau Pierre': 1, 'David Monniaux': 1, 'HweyPyng Yu': 1, 'Pierre Casteran': 1, 'NianShing Chen': 1, 'Meixian Chen': 1, 'Karine Altisen': 1, 'John Mccarthy': 1, 'Distributed Comput': 1, 'Yuxin Deng': 1}"
JEAN CARDINAL,"{'Lower Bound': 1, 'Greg Aloupis': 1, 'Freie Universitat': 1, 'Jean Cardinal': 1, 'Matt Gibson': 1, 'Computational Geometry': 1, 'Gabor Tardos': 1, 'William Evans': 1, 'Peter Brass': 1, 'Xiaomin Chen': 1, 'Balazs Keszegh': 1}"
NATHANN COHEN,"{'Lower Bound': 1, 'Greg Aloupis': 1, 'Freie Universitat': 1, 'Jean Cardinal': 1, 'Matt Gibson': 1, 'Computational Geometry': 1, 'Gabor Tardos': 1, 'William Evans': 1, 'Peter Brass': 1, 'Xiaomin Chen': 1, 'Balazs Keszegh': 1}"
EBASTIEN COLLETTE,"{'Lower Bound': 1, 'Greg Aloupis': 1, 'Freie Universitat': 1, 'Jean Cardinal': 1, 'Matt Gibson': 1, 'Computational Geometry': 1, 'Gabor Tardos': 1, 'William Evans': 1, 'Peter Brass': 1, 'Xiaomin Chen': 1, 'Balazs Keszegh': 1}"
Sri Lanka,"{'Zhong Ning': 1, 'Web Intelligence': 1, 'Cellular Services': 1, 'Liu Yao': 1, 'Government Websites': 1}"
Palaiseau Cedex,{'Daniel Graca': 1}
KAZUYUKI ASADA,"{'Let Un': 1, 'By Lemma': 1, 'Strong Connectivity': 1, 'EiJPiK LG': 1, 'Since LG': 1}"
NAOKI KOBAYASHI,"{'Let Un': 1, 'By Lemma': 1, 'Strong Connectivity': 1, 'EiJPiK LG': 1, 'Since LG': 1}"
RYOMA SIN,"{'Let Un': 1, 'By Lemma': 1, 'Strong Connectivity': 1, 'EiJPiK LG': 1, 'Since LG': 1}"
Ankit Garg,"{'Brent Doran': 1, 'IOP Publishing': 1, 'Matthias Christandl': 1}"
Rafael Oliveira,"{'Brent Doran': 1, 'IOP Publishing': 1, 'Matthias Christandl': 1}"
Michael Walter,"{'Brent Doran': 1, 'IOP Publishing': 1, 'Matthias Christandl': 1}"
Avi Wigderson,"{'Brent Doran': 1, 'IOP Publishing': 1, 'Matthias Christandl': 1}"
DAVID CACHERA,{'Uli Fahrenberg': 1}
ULI FAHRENBERG,{'Uli Fahrenberg': 1}
DAVIDE BASILE,"{'Weak Agreement': 1, 'CONCLUDING REMARKS': 1, 'AN EXAMPLE': 1}"
Workforce Centric,{'Zur Mühlen': 1}
DK Odense,{'Concurrency PrenticeHall': 1}
Quantum Equilibria,"{'Carlos Palazuelos': 1, 'Oded Regev': 1}"
Dhinaharan Nagamalai,"{'Smart Contracts': 2, 'In KoET': 2, 'In Bitcoin': 2, 'DH Chu': 2}"
Later He,{'Inf Comput': 1}
Svetlana Puzynina,"{'JP Allouche': 1, 'JM Dumont': 1}"
BENEDIKT AHRENS,"{'Schloss Dagstuhl': 1, 'Benedikt Ahrens': 1, 'Logical Structures': 1, 'Krzysztof Kapulkin': 1}"
HENNING KERSTAN,"{'Bisimilarity Pseudometrics': 1, 'Schloss Dagstuhl': 1, 'Trace Pseudometrics': 1, 'Babita Sharma': 1, 'John Wiley': 1}"
Jérémie Chalopin,"{'Miroslaw Dynia': 1, 'Jurek Czyzowicz': 1, 'Julian Anaya': 1, 'Yann Disser': 1, 'Jérémie Chalopin': 1, 'Jack Edmonds': 1, 'Leszek Gasieniec': 1, 'Paola Flocchini': 1, 'Krzysztof Diks': 1, 'Shantanu Das': 1, 'Miroslaw Korzeniowski': 1, 'Pierre Fraigniaud': 1, 'Margrit Betke': 1, 'Dariusz Dereniowski': 1, 'Susanne Albers': 1, 'Riko Jacob': 1, 'Mohammadtaghi Hajiaghayi': 1, 'Christian Ortolf': 1, 'Baruch Awerbuch': 1}"
Shantanu Das,"{'Miroslaw Dynia': 1, 'Jurek Czyzowicz': 1, 'Julian Anaya': 1, 'Yann Disser': 1, 'Jérémie Chalopin': 1, 'Jack Edmonds': 1, 'Leszek Gasieniec': 1, 'Paola Flocchini': 1, 'Krzysztof Diks': 1, 'Shantanu Das': 1, 'Miroslaw Korzeniowski': 1, 'Pierre Fraigniaud': 1, 'Margrit Betke': 1, 'Dariusz Dereniowski': 1, 'Susanne Albers': 1, 'Riko Jacob': 1, 'Mohammadtaghi Hajiaghayi': 1, 'Christian Ortolf': 1, 'Baruch Awerbuch': 1}"
Yann Disser,"{'Miroslaw Dynia': 1, 'Jurek Czyzowicz': 1, 'Julian Anaya': 1, 'Yann Disser': 1, 'Jérémie Chalopin': 1, 'Jack Edmonds': 1, 'Leszek Gasieniec': 1, 'Paola Flocchini': 1, 'Krzysztof Diks': 1, 'Shantanu Das': 1, 'Miroslaw Korzeniowski': 1, 'Pierre Fraigniaud': 1, 'Margrit Betke': 1, 'Dariusz Dereniowski': 1, 'Susanne Albers': 1, 'Riko Jacob': 1, 'Mohammadtaghi Hajiaghayi': 1, 'Christian Ortolf': 1, 'Baruch Awerbuch': 1}"
Barbara Geissmann,"{'Miroslaw Dynia': 1, 'Jurek Czyzowicz': 1, 'Julian Anaya': 1, 'Yann Disser': 1, 'Jérémie Chalopin': 1, 'Jack Edmonds': 1, 'Leszek Gasieniec': 1, 'Paola Flocchini': 1, 'Krzysztof Diks': 1, 'Shantanu Das': 1, 'Miroslaw Korzeniowski': 1, 'Pierre Fraigniaud': 1, 'Margrit Betke': 1, 'Dariusz Dereniowski': 1, 'Susanne Albers': 1, 'Riko Jacob': 1, 'Mohammadtaghi Hajiaghayi': 1, 'Christian Ortolf': 1, 'Baruch Awerbuch': 1}"
Michel Boyera,{'HK Lo': 1}
Rotem Lissb,{'HK Lo': 1}
Tal Morb,{'HK Lo': 1}
REMOVING CONFUSION,"{'Andrea Asperti': 1, 'Gianni Conte': 1, 'Ed Brinksma': 1, 'Christian Eisentraut': 1, 'Part II': 1, 'Holger Hermanns': 1, 'Paolo Baldan': 1, 'Petri Nets': 1, 'Stefan Haar': 1, 'Roberto Bruni': 1, 'Grzegorz Rozenberg': 1, 'Ugo Montanari': 1, 'Daniele Varacca': 1, 'Anne Bouillard': 1, 'Federico Crazzolara': 1, 'Mogens Nielsen': 1, 'Probabilistic Nets': 1, 'Samy Abbes': 1, 'Rom Langerak': 1, 'JoostPieter Katoen': 1, 'Ursula Goltz': 1}"
Local Descriptors,"{'Xs Huang': 1, 'Sj Feng': 1, 'Min Max': 1, 'Table II': 1, 'Yb Zheng': 1}"
OLIVIER CARTON,"{'Deciding Com': 1, 'Andreas Krebs': 1, 'Laure Daviaud': 1, 'Olivier Gauwin': 1, 'PierreAlain Reynier': 1, 'Christophe Reutenaeur': 1, 'Pascal Tesson': 1, 'Formal Logic': 1, 'Emmanuel Filiot': 1, 'Mai Gehrke': 1, 'Jorge Almeida': 1}"
AMIOARA AS,"{'SRI International': 1, 'SW Lin': 1, 'In QEST': 1}"
SADDEK BENSALEM,"{'SRI International': 1, 'SW Lin': 1, 'In QEST': 1}"
SOORAJ BHATa,"{'Derived Judgments': 1, 'Code Examples': 1}"
Susmita Bhaduri,"{'Fred Lerdahl': 1, 'AP Klapuri': 1}"
Anirban Bhaduri,"{'Fred Lerdahl': 1, 'AP Klapuri': 1}"
Dipak Ghosh,"{'Fred Lerdahl': 1, 'AP Klapuri': 1}"
YOUSSEF ARBACH,"{'Extended Bundle': 1, 'Shrinking Causality': 1, 'Dynamic Causality': 1, 'Petri Nets': 1, 'For RCESs': 1, 'Branching Time': 1, 'Event Structures': 1, 'Growing Causality': 1, 'Technical Preliminaries': 1, 'Xid Xi': 1}"
KIRSTIN PETERS,"{'Extended Bundle': 1, 'Shrinking Causality': 1, 'Dynamic Causality': 1, 'Petri Nets': 1, 'For RCESs': 1, 'Branching Time': 1, 'Event Structures': 1, 'Growing Causality': 1, 'Technical Preliminaries': 1, 'Xid Xi': 1}"
ANDREI POPESCU,"{'Fresh Variables': 1, 'Background Logics': 1, 'Instance Type': 1}"
Stanford NER,{'OpenCalais WS': 1}
OpenCalais NER,{'OpenCalais WS': 1}
ES ARISTIZ,{ 'PL Curien': 1}
ROBERTO BRUNI,"{'Universitat Hamburg': 1, 'Andrea Asperti': 1, 'Wolfgang Reisig': 1, 'Gianni Conte': 1, 'Andrea Corradini': 1, 'Paolo Baldan': 1, 'Roberto Bruni': 1, 'Ugo Montanari': 1, 'Walter Vogler': 1, 'Ina Koch': 1, 'Antonio Brogi': 1, 'Jose Meseguer': 1, 'Claude Girault': 1, 'Kurt Jensen': 1, 'Roberto Gorrieri': 1, 'Federico Crazzolara': 1, 'Yrvann Emzivat': 1, 'If LnM': 1, 'Congruence For': 1, 'PT Calculus': 1}"
ANDREA CORRADINI,"{'Universitat Hamburg': 1, 'Andrea Asperti': 1, 'Wolfgang Reisig': 1, 'Gianni Conte': 1, 'Andrea Corradini': 1, 'Paolo Baldan': 1, 'Roberto Bruni': 1, 'Ugo Montanari': 1, 'Walter Vogler': 1, 'Ina Koch': 1, 'Antonio Brogi': 1, 'Jose Meseguer': 1, 'Claude Girault': 1, 'Kurt Jensen': 1, 'Roberto Gorrieri': 1, 'Federico Crazzolara': 1, 'Yrvann Emzivat': 1}"
FABIO GADDUCCI,"{'Universitat Hamburg': 1, 'Andrea Asperti': 1, 'Wolfgang Reisig': 1, 'Gianni Conte': 1, 'Andrea Corradini': 1, 'Paolo Baldan': 1, 'Roberto Bruni': 1, 'Ugo Montanari': 1, 'Walter Vogler': 1, 'Ina Koch': 1, 'Antonio Brogi': 1, 'Jose Meseguer': 1, 'Claude Girault': 1, 'Kurt Jensen': 1, 'Roberto Gorrieri': 1, 'Federico Crazzolara': 1, 'Yrvann Emzivat': 1}"
PAOLO CAPRIOTTI,"{'Fibrant Limits': 2, 'SemiSimplicial Types': 2, 'Soonho Kong': 1, 'DANIL ANNENKOV': 1, 'Technische Univer': 1, 'PAOLO CAPRIOTTI': 1}"
DANA ANGLUIN,"{'Maik Merten': 1, 'Translating To': 1, 'USENIX Association': 1, 'Boolean Operations': 1}"
UDI BOKER,"{'Maik Merten': 1, 'Translating To': 1, 'USENIX Association': 1, 'Boolean Operations': 1}"
OLAF BEYERSDORFF,"{'Martin Kronegger': 2, 'Leroy Chew': 2, 'Carlos Domingo': 2}"
LEROY CHEW,"{'Martin Kronegger': 2, 'Leroy Chew': 2, 'Carlos Domingo': 2}"
MEENA MAHAJAN,"{'Martin Kronegger': 2, 'Leroy Chew': 2, 'Carlos Domingo': 2}"
KRZYSZTOF BAR,"{'Andre Joyal': 1, 'In Section': 1, 'Krzysztof Bar': 1, 'Aleks Kissinger': 1}"
ALEKS KISSINGER,"{'Andre Joyal': 1, 'In Section': 1, 'Krzysztof Bar': 1, 'Aleks Kissinger': 1}"
Meisam Sadeghi,"{'WH Chang': 1, 'NR Rema': 1, 'MA Jafarizadeh': 1, 'AL Ferrara': 1, 'AD SanJs': 1, 'ShM Guo': 1}"
Yusuke Kawamoto,{'Massey Guessing': 1}
FRANCO BARBANERA,"{'JR Hindley': 1, 'By Prop': 1, 'PL Curien': 1, 'Th Streicher': 1, 'Name Contexts': 1, 'Restricted Types': 1, 'Formal Filters': 1, 'DP Friedman': 1, 'Restricted Bases': 1, 'ZM Ariola': 1, 'By Lem': 1}"
LORENZO BETTINI,"{'Bill Joy': 1, 'Sebastian Erdweg': 1, 'Type Inference': 1, 'Sara Capecchi': 1, 'Schloss Dagstuhl': 1, 'Ameya Ketkar': 1, 'Sophia Drossopoulou': 1, 'Jan Vitek': 1, 'Susan Eisenbach': 1, 'Andrej Dudenhefner': 1}"
MARIANGIOLA DEZANICIANCAGLINI,"{'Bill Joy': 1, 'Sebastian Erdweg': 1, 'Type Inference': 1, 'Sara Capecchi': 1, 'Schloss Dagstuhl': 1, 'Ameya Ketkar': 1, 'Sophia Drossopoulou': 1, 'Jan Vitek': 1, 'Susan Eisenbach': 1, 'Andrej Dudenhefner': 1}"
Omar AlHarbi,"{'YH Sung': 1, 'SIGIR Forum': 1, 'Both SNLP': 1, 'DS Wang': 1, 'CT Chu': 1}"
Shaidah Jusoh,"{'YH Sung': 1, 'SIGIR Forum': 1, 'Both SNLP': 1, 'DS Wang': 1, 'CT Chu': 1}"
JAN BESSAI,"{'Schloss Dagstuhl': 1, 'Andrej Dudenhefner': 1, 'Boris Dudder': 1, 'Moritz Martens': 1}"
TZUCHUN CHEN,"{'Schloss Dagstuhl': 1, 'Andrej Dudenhefner': 1, 'Boris Dudder': 1, 'Moritz Martens': 1}"
ANDREJ DUDENHEFNER,"{'Schloss Dagstuhl': 1, 'Andrej Dudenhefner': 1, 'Boris Dudder': 1, 'Moritz Martens': 1}"
Matthias Christandl,"{'If Rn': 1, 'ACM Preprint': 1, 'Matthias Christandl': 1, 'Franck Butelle': 1}"
Jeroen Zuiddam,"{'If Rn': 1, 'ACM Preprint': 1, 'Matthias Christandl': 1, 'Franck Butelle': 1}"
FLAVIEN BREUVART,"{'On Probabilistic': 1, 'Claudia Faggian': 1, 'In Section': 1, 'Operational Semantics': 1, 'Multistep Reduction': 1, 'Typing Rules': 1}"
Technische Universit,"{'JL Krivine': 1, 'JY Girard': 1, 'Classical Logic': 1, 'Classical Realizability': 1, 'Silvio Ghilardi': 1, 'Karas Lemma': 1, 'Generic Combinations': 1}"
Wiedner Haupt,"{'JL Krivine': 1, 'JY Girard': 1, 'Classical Logic': 1, 'Classical Realizability': 1}"
Péter Burcsia,{'LK Lee': 1}
Gabriele Ficib,{'LK Lee': 1}
Frank Ruskeyd,{'LK Lee': 1}
Joe Sawadae,{'LK Lee': 1}
ELIX BASCHENIS,"{'MP Schutzenberger': 1, 'MP Beal': 1}"
OLIVIER GAUWIN,"{'MP Schutzenberger': 1, 'MP Beal': 1}"
ANCA MUSCHOLL,"{'MP Schutzenberger': 1, 'MP Beal': 1}"
NICK BENTON,"{'Andrew Kennedy': 1, 'Observational Equivalence': 1, 'DirectStyle Proofs': 1, 'Aurelio Carboni': 1, 'Fundamental Lemma': 1}"
MARTIN HOFMANN,"{'Andrew Kennedy': 1, 'Observational Equivalence': 1, 'DirectStyle Proofs': 1, 'Aurelio Carboni': 1, 'Fundamental Lemma': 1}"
Luca Arnaboldi,{'Santhosh Kumar': 1}
Charles Morisset,{'Santhosh Kumar': 1}
Zarif Masud,{'BC Chen': 1}
Rubaida Easmin,{'BC Chen': 1}
Alim Ul,{'BC Chen': 1}
John Abbott,{'EPiC Series': 1}
Bernd Becker,{'EPiC Series': 1}
