Name（当前作者）,Value（该作者引用过的作者及引用次数）
Departamento LSI,"{'Manuel Bodirsky': 1, 'Hubie Chen': 1, 'Universitat Freiburg': 1, 'Sink Algebras': 1, 'Florent Madelaine': 1, 'Ferdinand Borner': 1}"
Sugandha Roy,{'Yongkai Xu': 1}
Arshad Momen,{'Yongkai Xu': 1}
Alejandro GuerraManzanares,"{'Khuder Alaboud': 1, 'Qinyu Mao': 1, 'Ashish Vaswani': 1, 'Mansoor Ali': 1, 'Madhura Joshi': 1, 'Georgios Kaissis': 1, 'Justus Wolff': 1, 'Wilson Silva': 1, 'Alexander Ziller': 1, 'Esha Sarkar': 1, 'Rui Shi': 1, 'Cynthia Dwork': 1, 'Adnan Qayyum': 1, 'Zhicong Huang': 1, 'Abid Haleem': 1, 'Sven Festag': 1, 'Deeksha Kaul': 1, 'Rui Yan': 1, 'Harsh Kasyap': 1, 'Gwanghyun Kim': 1, 'Li Zhang': 1, 'Bryan He': 1, 'Faisal Naeem': 1, 'Alexey Dosovitskiy': 1, 'Moran Baruch': 1, 'Niklas Kuhl': 1, 'Hidayet Aksu': 1, 'Hyeonji Hwang': 1, 'Dhanesh Ramachandram': 1, 'Qingyong Wang': 1, 'Julian Matschinske': 1, 'Hartmut Schultze': 1, 'Yange Chen': 1, 'QuocViet Pham': 1, 'Aaron Roth': 1, 'Wanrong Zhang': 1, 'Dominik Kreuzberger': 1, 'John Jumper': 1, 'Yin Aphinyanaphongs': 1, 'Jianfeng Ma': 1, 'Junaid Qadir': 1, 'Sonya Hsu': 1, 'Anamaria Vizitiu': 1, 'Harika Raju': 1, 'Kristof TJonck': 1, 'Gergely Acs': 1, 'Brendan McMahan': 1, 'Raouf Kerkouche': 1, 'Abbas Acar': 1, 'Sebastian Lins': 1, 'Luyang Liu': 1, 'Sangjoon Park': 1, 'Shruti Tople': 1, 'Adam Sadilek': 1, 'Humayera Islam': 1, 'Cheng Hong': 1, 'Pengrui Liu': 1, 'Xiangrui Xu': 1, 'David Ouyang': 1, 'Seongjun Yang': 1, 'Nir Drucker': 1, 'QiXian Huang': 1, 'Helena Montenegro': 1, 'Zhuoran Ma': 1, 'Shreyansh Singh': 1, 'Ankit Pal': 1, 'Liangqiong Qu': 1, 'Jiancheng Yang': 1, 'Eider Moore': 1, 'Jie Xu': 1, 'Eduardo Chielle': 1, 'Richard Evans': 1, 'Lucas Beyer': 1, 'Mohd Javaid': 1, 'Jianbo Xu': 1}"
Peter Hillmann,"{'Mike Amundsen': 1, 'Ben Goertzel': 1, 'Olivier Boissier': 1, 'MarcOliver Gewaltig': 1, 'Li Dong': 1, 'Jeremy Lemee': 1, 'Peter Hillmann': 1, 'Wendy Hall': 1, 'Ulrich Rueckert': 1, 'Cassio Pennachin': 1, 'Human Values': 1, 'Andrei Ciortea': 1, 'Adnane Mansour': 1, 'Mehul Bhatt': 1, 'Antonio Lieto': 1, 'Birgit VogelHeuser': 1, 'Ida Momennejad': 1, 'Simon Mayer': 1, 'Izzeddin Gur': 1, 'Victor Charpenay': 1, 'Davinder Kaur': 1, 'Andrej Karpathy': 1, 'Ofir Nachum': 1, 'Shaohan Huang': 1, 'Matthias Seitz': 1, 'Suleyman Uslu': 1, 'Ali Dorri': 1, 'Xue Fan': 1, 'Tianlin Shi': 1, 'Tim Taylor': 1, 'Wolfgang Maass': 1, 'Nicholas Berente': 1, 'Christian Engel': 1, 'Tobias Uhlig': 1, 'Thomas Holz': 1}"
Andreas Karcher,"{'Mike Amundsen': 1, 'Ben Goertzel': 1, 'Olivier Boissier': 1, 'MarcOliver Gewaltig': 1, 'Li Dong': 1, 'Jeremy Lemee': 1, 'Peter Hillmann': 1, 'Wendy Hall': 1, 'Ulrich Rueckert': 1, 'Cassio Pennachin': 1, 'Human Values': 1, 'Andrei Ciortea': 1, 'Adnane Mansour': 1, 'Mehul Bhatt': 1, 'Antonio Lieto': 1, 'Birgit VogelHeuser': 1, 'Ida Momennejad': 1, 'Simon Mayer': 1, 'Izzeddin Gur': 1, 'Victor Charpenay': 1, 'Davinder Kaur': 1, 'Andrej Karpathy': 1, 'Ofir Nachum': 1, 'Shaohan Huang': 1, 'Matthias Seitz': 1, 'Suleyman Uslu': 1, 'Ali Dorri': 1, 'Xue Fan': 1, 'Tianlin Shi': 1, 'Tim Taylor': 1, 'Wolfgang Maass': 1, 'Nicholas Berente': 1, 'Christian Engel': 1, 'Tobias Uhlig': 1, 'Thomas Holz': 1}"
Riggs Hall,"{'Dumitru Erhan': 1, 'Weiqi Peng': 1, 'Yuanshun Yao': 1, 'WenChuan Lee': 1, 'Adam Paszke': 1, 'Maurice Weber': 1, 'Wilka Carvalho': 1, 'Brandon Tran': 1, 'Zhen Xiang': 1, 'Matt Fredrikson': 1, 'Huili Chen': 1, 'Qi Wang': 1, 'Jason Yosinski': 1, 'Xiangyu Zhang': 1, 'Brendan DolanGavitt': 1, 'Yingqi Liu': 1, 'Shiqing Ma': 1, 'Xiaojun Xu': 1, 'Dongxian Wu': 1, 'Di Tang': 1, 'Cheng Fu': 1, 'Dimitris Tsipras': 1, 'KuanChieh Wang': 1, 'Yan Fu': 1, 'Kaiming He': 1, 'Somesh Jha': 1, 'Chace Ashcraft': 1, 'Aravindh Mahendran': 1, 'Gaoyuan Zhang': 1, 'Alexey Dosovitskiy': 1, 'Jonas Geiping': 1, 'Ilya Loshchilov': 1, 'Akshayvarun Subramanya': 1, 'Francisco Massa': 1, 'Guangyu Shen': 1, 'Ross Girshick': 1, 'Andrew Zisserman': 1, 'Tianyu Gu': 1, 'Yinpeng Dong': 1, 'Karen Simonyan': 1, 'Alexander Levine': 1, 'Ren Wang': 1, 'Si Chen': 1, 'Xixiang Lyu': 1, 'Rob Fergus': 1, 'Enze Xie': 1, 'Soheil Kolouri': 1, 'Aniruddha Saha': 1, 'Sam Gross': 1, 'Ali Shafahi': 1, 'Wenhai Wang': 1, 'Yige Li': 1, 'Andrea Vedaldi': 1, 'Yingjie Lao': 1, 'Soheil Feizi': 1, 'Micah Goldblum': 1, 'Saining Xie': 1, 'Anh Nguyen': 1, 'Nicolas Carion': 1, 'XiaoFeng Wang': 1, 'Lucas Beyer': 1, 'Hossein Souri': 1, 'Xiao Yang': 1, 'Jerry Li': 1, 'Hang Wang': 1, 'Jeff Clune': 1, 'Bolun Wang': 1, 'Shanjiaoyang Huang': 1, 'Bryant Chen': 1, 'Kiran Karra': 1, 'Mostafa Kahla': 1}"
REVERSIBLE COMPUTATION,"{'REVERSIBLE COMPUTATION': 1, 'Firstorder Isos': 1, 'Technical Background': 1, 'Cantor Pairing': 1, 'Schloss DagstuhlLeibniz': 1, 'Computational Content': 1}"
ANANTHA PADMANABHA,"{'Wijsen KW': 1, 'From Proposition': 1}"
Stephanie Chen,"{'Tom Leinster': 1, 'Imre Csiszar': 1, 'Tobias Fritz': 1}"
Gaze Cueing,"{'Blanca Mena': 1, 'Driver IV': 1}"
Deutsches Zentrum,"{'Schloss Dagstuhl': 1, 'Proof Clearly': 1, 'Isolated Suborders': 1, 'Revised Selected': 1}"
Raoul Heese,"{'Guillaume Verdon': 1, 'Michael Wooldridge': 1, 'Alessandro Blasimme': 1, 'Xiaotie Deng': 1, 'Kjersti Aas': 1, 'Vaishak Belle': 1, 'Salvatore Carta': 1, 'Benedek Rozemberczki': 1, 'Susana Lopez': 1, 'Xiaoxiao Li': 1, 'Peyton Greenside': 1, 'Nitish Srivastava': 1, 'Luke Merrick': 1, 'Gabriel Erion': 1, 'Brian Gallagher': 1, 'Jinwu Gao': 1, 'Yuan Zhou': 1, 'Boyang Dai': 1, 'Joshua Cooper': 1, 'Ankur Taly': 1, 'Avanti Shrikumar': 1, 'Julia Amann': 1, 'Xiaoting Zhong': 1, 'Lauren Watson': 1, 'Mukund Sundararajan': 1, 'Rory Mitchell': 1, 'Xiangfeng Yang': 1, 'Martin Jullum': 1}"
Matthias Jakobs,"{'Guillaume Verdon': 1, 'Michael Wooldridge': 1, 'Alessandro Blasimme': 1, 'Xiaotie Deng': 1, 'Kjersti Aas': 1, 'Vaishak Belle': 1, 'Salvatore Carta': 1, 'Benedek Rozemberczki': 1, 'Susana Lopez': 1, 'Xiaoxiao Li': 1, 'Peyton Greenside': 1, 'Nitish Srivastava': 1, 'Luke Merrick': 1, 'Gabriel Erion': 1, 'Brian Gallagher': 1, 'Jinwu Gao': 1, 'Yuan Zhou': 1, 'Boyang Dai': 1, 'Joshua Cooper': 1, 'Ankur Taly': 1, 'Avanti Shrikumar': 1, 'Julia Amann': 1, 'Xiaoting Zhong': 1, 'Lauren Watson': 1, 'Mukund Sundararajan': 1, 'Rory Mitchell': 1, 'Xiangfeng Yang': 1, 'Martin Jullum': 1}"
Thore Gerlach,"{'Guillaume Verdon': 1, 'Michael Wooldridge': 1, 'Alessandro Blasimme': 1, 'Xiaotie Deng': 1, 'Kjersti Aas': 1, 'Vaishak Belle': 1, 'Salvatore Carta': 1, 'Benedek Rozemberczki': 1, 'Susana Lopez': 1, 'Xiaoxiao Li': 1, 'Peyton Greenside': 1, 'Nitish Srivastava': 1, 'Luke Merrick': 1, 'Gabriel Erion': 1, 'Brian Gallagher': 1, 'Jinwu Gao': 1, 'Yuan Zhou': 1, 'Boyang Dai': 1, 'Joshua Cooper': 1, 'Ankur Taly': 1, 'Avanti Shrikumar': 1, 'Julia Amann': 1, 'Xiaoting Zhong': 1, 'Lauren Watson': 1, 'Mukund Sundararajan': 1, 'Rory Mitchell': 1, 'Xiangfeng Yang': 1, 'Martin Jullum': 1}"
Nico Piatkowski,"{'Guillaume Verdon': 1, 'Michael Wooldridge': 1, 'Alessandro Blasimme': 1, 'Xiaotie Deng': 1, 'Kjersti Aas': 1, 'Vaishak Belle': 1, 'Salvatore Carta': 1, 'Benedek Rozemberczki': 1, 'Susana Lopez': 1, 'Xiaoxiao Li': 1, 'Peyton Greenside': 1, 'Nitish Srivastava': 1, 'Luke Merrick': 1, 'Gabriel Erion': 1, 'Brian Gallagher': 1, 'Jinwu Gao': 1, 'Yuan Zhou': 1, 'Boyang Dai': 1, 'Joshua Cooper': 1, 'Ankur Taly': 1, 'Avanti Shrikumar': 1, 'Julia Amann': 1, 'Xiaoting Zhong': 1, 'Lauren Watson': 1, 'Mukund Sundararajan': 1, 'Rory Mitchell': 1, 'Xiangfeng Yang': 1, 'Martin Jullum': 1}"
FriedrichAlexanderUniversit?t ErlangenNürnberg,"{'In GE': 1, 'Satisfiability Games': 1, 'In Gsub': 1, 'OneStep Satisfiability': 1}"
Giulio Manzonetto,"{'Della Penna': 1, 'From IH': 1, 'Substitution Lemma': 1, 'By Lemma': 1, 'GD Callbyname': 1}"
Wenjie Hao,"{'Hong Kong': 1, 'ThZh ZhTh': 1}"
Hongfei Xu,"{'Hong Kong': 1, 'ThZh ZhTh': 1}"
Lingling Mu,"{'Hong Kong': 1, 'ThZh ZhTh': 1}"
Henning Fernaua,"{'Curran Associates': 1, 'HO Le': 1, 'JJ Pan': 1, 'Neighborhood Diversity': 1, 'WK Shih': 1, 'ZZ Chen': 1, 'KI Kawarabayashi': 1, 'EdgeDisjoint Variants': 1, 'Intractability Freeman': 1}"
Florent Foucaudb,"{'Curran Associates': 1, 'HO Le': 1, 'JJ Pan': 1, 'Neighborhood Diversity': 1, 'WK Shih': 1, 'ZZ Chen': 1, 'KI Kawarabayashi': 1, 'EdgeDisjoint Variants': 1, 'Intractability Freeman': 1}"
Kevin Manna,"{'Curran Associates': 1, 'HO Le': 1, 'JJ Pan': 1, 'Neighborhood Diversity': 1, 'WK Shih': 1, 'ZZ Chen': 1, 'KI Kawarabayashi': 1, 'EdgeDisjoint Variants': 1, 'Intractability Freeman': 1}"
Utkarsh Padariyac,"{'Curran Associates': 1, 'HO Le': 1, 'JJ Pan': 1, 'Neighborhood Diversity': 1, 'WK Shih': 1, 'ZZ Chen': 1, 'KI Kawarabayashi': 1, 'EdgeDisjoint Variants': 1, 'Intractability Freeman': 1}"
Rajath Rao,"{'Curran Associates': 1, 'HO Le': 1, 'JJ Pan': 1, 'Neighborhood Diversity': 1, 'WK Shih': 1, 'ZZ Chen': 1, 'KI Kawarabayashi': 1, 'EdgeDisjoint Variants': 1, 'Intractability Freeman': 1}"
PLAYING SAFE,{'Schloss Dagstuhl': 1}
Split Idempotents,"{'Schloss Dagstuhl': 1, 'Basic Probability': 1}"
Merzougui Ghalia,"{'Interface SaCoPh': 1, 'Ghalia Merzougui': 1, 'Antony Stenton': 1, 'Mahieddine Djoudi': 1, 'Tara Rosenberger': 1}"
Djoudi Mahieddine,"{'Interface SaCoPh': 1, 'Ghalia Merzougui': 1, 'Antony Stenton': 1, 'Mahieddine Djoudi': 1, 'Tara Rosenberger': 1}"
Brigitte Pientka,"{'HC Wong': 1, 'Agda Team': 1}"
Paris Cit,"{'Michele Pagani': 1, 'Using Lemma': 1, 'By Proposition': 1, 'Ln MConesHpolnB': 1, 'Proof Linearity': 1, 'Akademiai Kiado': 1}"
LUCA GEATTI,"{'Gabbay GPSS': 1, 'Kamp Kam': 1}"
CHIAKI ISHIO,"{'Schloss Dagstuhl': 1, 'Daniel Zheng': 1, 'Type System': 1, 'Related Work': 1, 'Future Work': 1, 'CPS Translation': 1, 'Schloss DagstuhlLeibnizZentrum': 1, 'Using Ty': 1}"
KAHO HONDA,"{'Schloss Dagstuhl': 1, 'Daniel Zheng': 1, 'Type System': 1, 'Related Work': 1, 'Future Work': 1, 'CPS Translation': 1, 'Schloss DagstuhlLeibnizZentrum': 1, 'Using Ty': 1}"
Abbas Edalatb,{'Di Gianantonio': 1}
Ran Gutinb,{'Di Gianantonio': 1}
Asma Elmaizi,"{'Elkebir Sarhrouni': 1, 'ChihJen Lin': 1, 'Senior Member': 1, 'Lorenzo Bruzzone': 1, 'Ahmed Hammouch': 1, 'Fuhui Long': 1, 'Gustavo CampsValls': 1, 'ChihChung Chang': 1, 'El Akadi': 1, 'Baofeng Guo': 1, 'Chris Ding': 1, 'Driss Aboutajdine': 1}"
Hasna Nhaila,"{'Elkebir Sarhrouni': 1, 'ChihJen Lin': 1, 'Senior Member': 1, 'Lorenzo Bruzzone': 1, 'Ahmed Hammouch': 1, 'Fuhui Long': 1, 'Gustavo CampsValls': 1, 'ChihChung Chang': 1, 'El Akadi': 1, 'Baofeng Guo': 1, 'Chris Ding': 1, 'Driss Aboutajdine': 1}"
Elkebir Sarhrouni,"{'Elkebir Sarhrouni': 1, 'ChihJen Lin': 1, 'Senior Member': 1, 'Lorenzo Bruzzone': 1, 'Ahmed Hammouch': 1, 'Fuhui Long': 1, 'Gustavo CampsValls': 1, 'ChihChung Chang': 1, 'El Akadi': 1, 'Baofeng Guo': 1, 'Chris Ding': 1, 'Driss Aboutajdine': 1}"
Ahmed Hammouch,"{'Elkebir Sarhrouni': 1, 'ChihJen Lin': 1, 'Senior Member': 1, 'Lorenzo Bruzzone': 1, 'Ahmed Hammouch': 1, 'Fuhui Long': 1, 'Gustavo CampsValls': 1, 'ChihChung Chang': 1, 'El Akadi': 1, 'Baofeng Guo': 1, 'Chris Ding': 1, 'Driss Aboutajdine': 1}"
David Doty,"{'HoLin Chen': 1, 'Leszek Gasieniec': 1, 'Amanda Belleville': 1, 'George Giakkoupis': 1, 'Neil Dalchau': 1, 'In Phase': 1, 'Niranjan Srinivas': 1, 'James Parkin': 1, 'Yves Mocquard': 1, 'Anne Condon': 1, 'By Lemma': 1, 'Emmanuelle Anceaume': 1, 'Ioannis Chatzigiannakis': 1, 'After Phase': 1, 'Rati Gelashvili': 1, 'Stav BenNun': 1, 'Janna Burman': 1, 'Grzegorz Stachowiak': 1, 'YuanJyue Chen': 1, 'Robert Els?sser': 1, 'Monir Hajiaghayi': 1, 'Dana Angluin': 1, 'Artur Czumaj': 1, 'James Aspnes': 1, 'Tsvi Kopelowitz': 1, 'Othon Michail': 1, 'Michael Blondin': 1, 'David Soloveichik': 1, 'Moez Draief': 1, 'Adrian Kosowski': 1, 'Petra Berenbrink': 1, 'Dominik Kaaser': 1, 'Mahsa Eftekhari': 1, 'Dan Alistarh': 1, 'David Doty': 1, 'David Hamilton': 1, 'Andreas Bilke': 1, 'Javier Esparza': 1, 'All Main': 1, 'Colin Cooper': 1}"
Mahsa Eftekhari,"{'HoLin Chen': 1, 'Leszek Gasieniec': 1, 'Amanda Belleville': 1, 'George Giakkoupis': 1, 'Neil Dalchau': 1, 'In Phase': 1, 'Niranjan Srinivas': 1, 'James Parkin': 1, 'Yves Mocquard': 1, 'Anne Condon': 1, 'By Lemma': 1, 'Emmanuelle Anceaume': 1, 'Ioannis Chatzigiannakis': 1, 'After Phase': 1, 'Rati Gelashvili': 1, 'Stav BenNun': 1, 'Janna Burman': 1, 'Grzegorz Stachowiak': 1, 'YuanJyue Chen': 1, 'Robert Els?sser': 1, 'Monir Hajiaghayi': 1, 'Dana Angluin': 1, 'Artur Czumaj': 1, 'James Aspnes': 1, 'Tsvi Kopelowitz': 1, 'Othon Michail': 1, 'Michael Blondin': 1, 'David Soloveichik': 1, 'Moez Draief': 1, 'Adrian Kosowski': 1, 'Petra Berenbrink': 1, 'Dominik Kaaser': 1, 'Mahsa Eftekhari': 1, 'Dan Alistarh': 1, 'David Doty': 1, 'David Hamilton': 1, 'Andreas Bilke': 1, 'Javier Esparza': 1, 'All Main': 1, 'Colin Cooper': 1}"
Eric Severson,"{'HoLin Chen': 1, 'Leszek Gasieniec': 1, 'Amanda Belleville': 1, 'George Giakkoupis': 1, 'Neil Dalchau': 1, 'In Phase': 1, 'Niranjan Srinivas': 1, 'James Parkin': 1, 'Yves Mocquard': 1, 'Anne Condon': 1, 'By Lemma': 1, 'Emmanuelle Anceaume': 1, 'Ioannis Chatzigiannakis': 1, 'After Phase': 1, 'Rati Gelashvili': 1, 'Stav BenNun': 1, 'Janna Burman': 1, 'Grzegorz Stachowiak': 1, 'YuanJyue Chen': 1, 'Robert Els?sser': 1, 'Monir Hajiaghayi': 1, 'Dana Angluin': 1, 'Artur Czumaj': 1, 'James Aspnes': 1, 'Tsvi Kopelowitz': 1, 'Othon Michail': 1, 'Michael Blondin': 1, 'David Soloveichik': 1, 'Moez Draief': 1, 'Adrian Kosowski': 1, 'Petra Berenbrink': 1, 'Dominik Kaaser': 1, 'Mahsa Eftekhari': 1, 'Dan Alistarh': 1, 'David Doty': 1, 'David Hamilton': 1, 'Andreas Bilke': 1, 'Javier Esparza': 1, 'All Main': 1, 'Colin Cooper': 1}"
Grzegorz Stachowiak,"{'HoLin Chen': 1, 'Leszek Gasieniec': 1, 'Amanda Belleville': 1, 'George Giakkoupis': 1, 'Neil Dalchau': 1, 'In Phase': 1, 'Niranjan Srinivas': 1, 'James Parkin': 1, 'Yves Mocquard': 1, 'Anne Condon': 1, 'By Lemma': 1, 'Emmanuelle Anceaume': 1, 'Ioannis Chatzigiannakis': 1, 'After Phase': 1, 'Rati Gelashvili': 1, 'Stav BenNun': 1, 'Janna Burman': 1, 'Grzegorz Stachowiak': 1, 'YuanJyue Chen': 1, 'Robert Els?sser': 1, 'Monir Hajiaghayi': 1, 'Dana Angluin': 1, 'Artur Czumaj': 1, 'James Aspnes': 1, 'Tsvi Kopelowitz': 1, 'Othon Michail': 1, 'Michael Blondin': 1, 'David Soloveichik': 1, 'Moez Draief': 1, 'Adrian Kosowski': 1, 'Petra Berenbrink': 1, 'Dominik Kaaser': 1, 'Mahsa Eftekhari': 1, 'Dan Alistarh': 1, 'David Doty': 1, 'David Hamilton': 1, 'Andreas Bilke': 1, 'Javier Esparza': 1, 'All Main': 1, 'Colin Cooper': 1}"
Akihisa Yamada,{'Van Laarhoven': 1}
Stefan Klikovits,{'Van Laarhoven': 1}
Shinya Katsumata,{'Van Laarhoven': 1}
Yassine Himeura,"{'De Medio': 1, 'De Vries': 1}"
Aya Sayeda,"{'De Medio': 1, 'De Vries': 1}"
Abdullah Alsalemia,"{'De Medio': 1, 'De Vries': 1}"
Faycal Bensaalia,"{'De Medio': 1, 'De Vries': 1}"
Abbes Amirac,"{'De Medio': 1, 'De Vries': 1}"
Nasos EvangelouOost,{'Mac Lane': 1}
Tobias Fritz,"{'Symbolic Computation': 1, 'James Fullwood': 1, 'Howard Barnum': 1, 'Dario Stein': 1, 'Robin Piedeleu': 1, 'Chris Heunen': 1, 'Kenta Cho': 1, 'Sam Staton': 1, 'Jonathan Barrett': 1, 'In FinStoch': 1, 'Ohad Kammar': 1, 'In QBStoch': 1, 'Giulio Chiribella': 1, 'Marcin Sabok': 1, 'Dion Coumans': 2, 'Sean Moss': 2, 'Tobias Fritz': 2, 'Stephanie Lachs': 1, 'In BorelStoch': 1, 'Paolo Perrone': 1, 'Emily Riehl': 1, 'David Blackwell': 1, 'Martin Hyland': 1, 'Malte Gerhold': 1, 'Francesco Buscemi': 1, 'John Power': 1, 'Aurelio Carboni': 1}"
EBASTIEN JULLIOT,"{'CJ Colbourn': 1, 'ER Scheinerman': 1, 'BN Clark': 1, 'CJH McDiarmid': 1, 'DH Ullman': 1}"
Simon Grafenhorst,"{'Home Automation': 1, 'National Harbor': 1, 'San Diego': 1, 'Daniel Burnier': 1, 'Georg Kerber': 1, 'Andreas Abart': 1}"
Kevin F?rderer,"{'Home Automation': 1, 'National Harbor': 1, 'San Diego': 1, 'Daniel Burnier': 1, 'Georg Kerber': 1, 'Andreas Abart': 1}"
Ahmad IdrissiYaghir,"{'Ortiz Suarez': 1, 'Morgan Kaufmann': 1}"
Henning Sch,"{'Ortiz Suarez': 1, 'Morgan Kaufmann': 1}"
Nadja Bauer,"{'Ortiz Suarez': 1, 'Morgan Kaufmann': 1}"
Ahmed ElGazzar,{'El Gazzar': 1}
Simon Fernandez,{'Le Pochat': 1}
Andrzej Duda,{'Le Pochat': 1}
Enabling Portability,{'Chue Hong': 1}
MLP Classifier,"{'Milan Sonka': 1, 'Vaclav Hlavac': 1, 'YingLiang Ma': 1}"
HADAR FRENKEL,"{'Necessary Condition': 1, 'Continuing Example': 1, 'Roberto Giacobazzi': 1, 'Sufficient Condition': 1, 'Basic SFAs': 1, 'Negative Result': 1, 'Efficient Identifiability': 1, 'Positive Result': 1}"
CHRISTIAN JOHANSEN,"{'Paul Brunet': 1, 'Eric Goubault': 1}"
GEORG STRUTH,{'Paul Brunet': 1}
DANA FISMAN,"{'WSt Also': 1, 'Vjk Also': 1, 'Structured Trees': 1, 'In Thm': 1}"
DOLAV NITAY,"{'WSt Also': 1, 'Vjk Also': 1, 'Structured Trees': 1, 'In Thm': 1}"
Daniela Thyssens,"{'ScheduleNet SN': 1, 'Van Hasselt': 1, 'Van Laarhoven': 1}"
Ahmad Bdeir,"{'ScheduleNet SN': 1, 'Van Hasselt': 1, 'Van Laarhoven': 1}"
Lars SchmidtThieme,"{'ScheduleNet SN': 1, 'Van Hasselt': 1, 'Van Laarhoven': 1}"
DENNIS GUCK,{'JP Katoen': 1}
HASSAN HATEFI,{'JP Katoen': 1}
HOLGER HERMANNS,{'JP Katoen': 1}
Lucia Moura,{'DZ Du': 1}
Karol Chlasta,"{'Aaron Bangor': 1, 'Ashley Firth': 1, 'Ari Schlesinger': 1, 'Izabela Grabowska': 1, 'Hanna Brenzel': 1, 'Elzbieta Polek': 1, 'MarieChristine Laible': 1}"
Izabela Grabowska,"{'Aaron Bangor': 1, 'Ashley Firth': 1, 'Ari Schlesinger': 1, 'Izabela Grabowska': 1, 'Hanna Brenzel': 1, 'Elzbieta Polek': 1, 'MarieChristine Laible': 1}"
Agata Jastrz,"{'Aaron Bangor': 1, 'Ashley Firth': 1, 'Ari Schlesinger': 1, 'Izabela Grabowska': 1, 'Hanna Brenzel': 1, 'Elzbieta Polek': 1, 'MarieChristine Laible': 1}"
ETIENNE ANDR,"{'Etienne Andre': 1, 'Matthias Althoff': 1}"
SOHAM CHAKRABORTY,"{'For VOrd': 1, 'Technical Background': 1, 'Related Work': 1}"
Elka Miller,"{'Jaeger PF': 1, 'Sudre CH': 1, 'Filly RA': 1, 'Reddy UM': 1}"
JanPieter Dorsman,"{'Igor Kleiner': 1, 'Ana Busic': 1, 'Rene Caldentey': 1, 'Yufei Zhao': 1, 'Werner Kuich': 1, 'Pascal Moyal': 1, 'Varun Gupta': 1, 'Mikio Ide': 1, 'Shuji Tsukiyama': 1, 'Jean Mairesse': 1, 'Celine Comte': 1, 'SA Berezner': 1, 'Kristen Gardner': 1, 'Manfred Droste': 1, 'Ivo Adan': 1, 'Samuel Zbarsky': 1, 'Thomas Bonald': 1}"
THOMAS SCHWENTICK,"{'Raghav Kulkarni': 1, 'Anish Mukherjee': 1}"
KATARZYNA GRYGIEL,"{'JD Hamkins': 1, 'HS Wilf': 1, 'HB Curry': 1, 'RM Smullyan': 1}"
JAKUB KOZIK,"{'JD Hamkins': 1, 'HS Wilf': 1, 'HB Curry': 1, 'RM Smullyan': 1}"
CHRISTOPHE RAFFALLI,"{'JD Hamkins': 1, 'HS Wilf': 1, 'HB Curry': 1, 'RM Smullyan': 1}"
Ron Fulbright,"{'De Groot': 1, 'HumanIntensive Expertise': 1, 'Composite Skills': 1, 'HumanCog Collaboration': 1, 'Cognitive Augmentation': 1, 'HumanComputer Symbiosis': 1}"
Grover Walters,"{'De Groot': 1, 'HumanIntensive Expertise': 1, 'Composite Skills': 1, 'HumanCog Collaboration': 1, 'Cognitive Augmentation': 1, 'HumanComputer Symbiosis': 1}"
Masahito Hasegawa,"{'JP Seldin': 1, 'VG Turaev': 1}"
TU Wien,"{'Difference Dif': 1, 'Simulation LQURes': 1, 'Proof We': 1, 'Ilario Bonacina': 1, 'Simulating IRMcalc': 1, 'FMCAD Inc': 1}"
TOM HIRSCHOWITZ,"{'Set Set': 1, 'Let Set': 1, 'Let ITransStructP': 1, 'In Proposition': 1, 'By ARV': 1, 'By Corollary': 1, 'Let RegTransStructP': 1, 'Let RegTransStruct': 1, 'Silvia Crafa': 1, 'Mogens Nielsen': 1, 'Higher Categories': 1, 'Nadia Busi': 1, 'Silvain Rideau': 1, 'Gerard Berry': 1, 'Marco Pistore': 1, 'Ian Stark': 1, 'By Lemma': 1, 'Arend Rensink': 1, 'Russell Harmer': 1, 'Jan Rutten': 1, 'Daniele Varacca': 1, 'Martin Hyland': 1, 'Simon Castellan': 1, 'John Power': 1, 'Alan Schmitt': 1, 'Let DW': 1, 'Pierre Clairambault': 1, 'Ed Brinksma': 1, 'Ioana Cristescu': 1, 'Takeshi Tsukada': 1, 'Rance Cleaveland': 1, 'Gregor Gosler': 1, 'Gordon Plotkin': 1, 'In Section': 1, 'Ugo Montanari': 1, 'Jean Krivine': 1, 'Roberto Bruni': 1, 'Tom Hirschowitz': 1, 'Marco Grandis': 1, 'Samson Abramsky': 1, 'In Set': 1, 'Radha Jagadeesan': 1, 'Michele Boreale': 1, 'Davide Sangiorgi': 1, 'Andre Joyal': 1, 'In Example': 1, 'Julian Rathke': 1, 'Clovis Eberhart': 1, 'Stephen Lack': 1, 'Guy McCusker': 1, 'If WX': 1, 'Flavio Corradini': 1}"
Lukas Heidemann,"{'Christopher SchommerPries': 1, 'Steve Awodey': 1, 'John Baez': 1, 'Jacob Lurie': 1, 'Christoph Dorn': 1, 'Martin Hofmann': 1, 'Christopher Douglas': 1, 'David Reutter': 1, 'Jose Meseguer': 1, 'James Dolan': 1, 'Gavin Wraith': 1, 'Zhengwei Liu': 1, 'Roberto Bruni': 1, 'Saunders MacLane': 1, 'Yves Guiraud': 1}"
