author,h_index,total_citations,paper_count
Isolde Adler,1,11,2
Ngoc Khang Le,1,10,1
Haiko M¨¹ller,1,10,1
Marko Radovanovi?,1,10,1
Zhuoyu Li,1,8,1
Kristina Vu?kovi?,1,10,1
Dmitriy Traytel,1,4,1
Corbin Groothuis,1,15,1
Cyrus Hettle,1,15,1
Hao Lin,1,1,1
Xiumei Wang,1,1,1
Pavel P. Kizin,1,1,1
Nelson Martins-Ferreira,1,1,1
Andrea Montoli,1,1,1
Manuela Sobral,1,1,1
Mila Dalla Preda,1,55,1
Maurizio Gabbrielli,1,55,1
Saverio Giallorenzo,1,55,1
Jacopo Mauro,1,55,1
P¨¦ter Burcsi,1,17,1
Frank Ruskey,1,17,1
Joe Sawada,1,17,1
Davide Bresolin,1,4,1
William DeMeo,1,1,1
Leroy Chew,1,40,1
Meena Mahajan,1,40,1
Anil Shukla,1,40,1
I Made Agus Dwi Suarjaya,1,3,1
Yoshiya Kasahara,1,3,1
Yoshitaka Goto,1,3,1
David De Frutos Escrig,1,18,1
Jeroen J. A. Keiren,1,18,1
Georgios Kourtis,1,1,1
Fabio Mogavero,1,45,1
Frederik Harwath,1,2,1
Giulio Guerrieri,1,23,1
Luca Paolini,1,23,1
Moritz Martens,1,5,1
Bennet Goeckner,1,15,1
Stephane Devismes,1,19,1
Chiara Bodei,1,22,1
Camille Petri,1,8,1
Anil A. Bharath,1,8,1
Christiane Frougny,1,7,1
Marta Pavelka,1,7,1
Marta Varela,1,8,1
Milena Svobodova,1,7,1
Michael Lieberman,1,5,1
Brian Kell,1,15,1
Pamela Kirkpatrick,1,15,1
Rachel Kirsch,1,15,1
Ryan Solava,1,15,1
Rolf Hennicker,1,8,1
Michel Bidoit,1,8,1
Clifford Bergman,1,1,1
Edwin Brady,1,9,1
Luke Whitbread,1,3,1
Thomas Genet,1,15,1
Yann Salmon,1,15,1
Issa Atoum,1,14,1
Ahmed Otoom,1,14,1
Narayanan Kulathuramaiyer,1,14,1
Mart¨ªn Escard¨®,1,44,1
Aleksy Schubert,1,15,1
Pawe? Urzyczyn,1,15,1
Martin Pape,1,2,1
Mark Jenkinson,1,3,1
Ludovic Henrio,1,8,1
Justine Rochas,1,8,1
Karine Altisen,1,19,1
Pierre Corbineau,1,19,1
Thomas Vidick,1,46,1
John Watrous,1,46,1
Adam Chehouri,1,54,1
Rafic Younes,1,54,1
Jean Perron,1,54,1
Adrian Ilinca,1,54,1
Jasmin Christian Blanchette,1,69,1
Sascha B?hme,1,69,1
Andrei Popescu,1,69,1
Nicholas Smallbone,1,69,1
Leslie Ann Goldberg,1,4,1
Ece Isik-Polat,1,3,1
Nicola Botta,1,9,1
Ziyuan Zhao,1,41,1
Cezar Ionescu,1,9,1
David R. Christiansen,1,9,1
Kaixin Xu,1,41,1
Shumeng Li,1,41,1
Zeng Zeng,1,41,1
C. Duffy,1,10,1
T. F. Lidbetter,1,10,1
R. J. Nowakowski,1,10,1
Jos¨¦ C¨¢ceres,1,9,1
Carmen Hernando,1,9,1
Merc¨¨ Mora,1,9,1
Ignacio M. Pelayo,1,9,1
Stefan Borgwardt,1,7,1
Cuntai Guan,1,41,1
David Wehlau,1,5,1
Konrad Zdanowski,1,15,1
Alberto Lluch Lafuente,1,32,2
Hanne Riis Nielson,1,4,2
Florian Sikora,1,7,1
Christian Matt,1,5,1
Ueli Maurer,1,5,1
Christopher Portmann,1,5,1
Renato Renner,1,5,1
Bj?rn Tackmann,1,5,1
Silvia Businger,1,7,1
Shivani Goel,1,9,1
Ravi Kiran,1,9,1
Manohar N,1,30,1
H K Chethan,1,30,1
N Vinay Kumar,1,11,1
D S Guru,1,11,1
Mark Jerrum,1,4,1
David Richerby,1,4,1
Stanislav ?ivny,1,4,1
Josef Berger,1,2,1
Deepak Garg,1,9,1
N. S. Santos-Magalhaes,1,32,1
Muhanad Hayder Mohammed,1,3,1
Alessandro Facchini,1,3,1
Yoichi Hirai,1,3,1
Maarten Marx,1,3,1
Evgeny Sherkhonov,1,3,1
Salem Alkhalaf,1,1,1
Jan Leike,1,75,1
Matthias Heizmann,1,75,1
Ali Sezgin,1,73,1
Viktor Vafeiadis,1,73,1
Christopher T. Chubb,1,23,1
Steven T. Flammia,1,23,1
Cristina Bazgan,1,7,1
Davide Basile,1,42,1
N. Vinay Kumar,1,21,1
Pratheek,1,21,1
V. Vijaya Kantha,1,21,1
K. N. Govindaraju,1,21,1
D. S. Guru,1,21,1
Nuno Fachada,1,2,1
Vitor V. Lopes,1,2,1
Rui C. Martins,1,2,1
Agostinho C. Rosa,1,2,1
Claude Sureson,1,2,1
Leszek Ko?odziejczyk,1,13,1
Sewon Park,1,4,1
Franz Brau?e,1,4,1
Pieter Collins,1,4,1
Ricardo Honorato-Zimmer,1,16,1
Marcin Krzywkowski,1,7,1
SunYoung Kim,1,4,1
Michal Kone?ny,1,4,1
Norbert M¨¹ller,1,4,1
Norbert Preining,1,4,1
Sung-Shik T. Q. Jongmans,1,1,1
Farhad Arbab,1,1,1
Miika Hannula,1,10,1
Ayad Ghany Ismaeel,1,6,1
Dina Yousif Mikhail,1,6,1
Pierre McKenzie,1,23,1
Ryan Alweiss,1,4,1
Maciej Wielgosz,1,6,1
Marcin Pietro¨½,1,6,1
Jeff Egger,1,7,1
Lo?ck Magnin,1,8,1
M. Aubakirov,1,11,1
Roberto Vigo,1,4,1
John Longley,1,6,1
Mathys Rennela,1,4,1
Brian Cloteaux,1,2,1
Achim Jung,1,26,1
Leticia D¨¢vila-Nicanor,1,2,1
Ryan McCleeary,1,3,1
Sandipta kumar Sahu,1,42,1
Sanjay Kumar Samantra,1,42,1
S. Akshay,1,18,1
Shankara Narayanan Krishna,1,18,1
¨¢. Garc¨ªa-P¨¦rez,1,9,1
P. Nogueira,1,9,1
Felix Herter,1,10,1
Christoph Brause,1,7,1
Maarten McKubre-Jordens,1,1,1
Joonbum Lee,1,10,1
Witold Charatonik,1,18,1
Piotr Witkowski,1,18,1
Silvain Rideau,1,48,1
W?odzimierz Moczurad,1,4,1
Stanislav P. Polyakov,1,3,1
Andrey P. Demichev,1,3,1
Alexander P. Kryukov,1,3,1
Zongwen Bai,1,14,1
Jianhua Tu,1,14,1
Yongtang Shi,1,14,1
John Case,1,25,2
Pedro Mej¨ªa-Alvarez,1,2,1
V¨¢clav Koubek,1,14,1
Diana Fischer,1,6,1
Jean-Philippe Bernardy,1,18,1
Guillaume Cano,1,19,1
Michael Holtmann,1,59,1
L. Demidova,1,49,1
Yu. Sokolova,1,49,1
Zhiguang Zhao,1,26,1
Yasuhiko Minamide,1,4,1
Thomas Watson,1,12,1
Yasir Ali,1,1,1
Asma Javaid,1,1,1
Majid Khonji,1,21,1
Areg Karapetyan,1,21,1
Sid Chi-Kin Chau,1,21,1
S. A. Grillo,1,8,1
Douglas Bridges,1,1,1
James Dent,1,1,1
Shmuel Zaks,1,3,2
Jean-Paul Doignon,1,1,1
Mauricio Mu?oz,1,10,1
Lex Fridman,1,10,1
Trent Victor,1,10,1
Bryan Reimer,1,10,1
Bruce Mehler,1,10,1
Mirjana Mikala?ki,1,9,1
Milo? Stojakovi?,1,9,1
Yury Kartynnik,1,7,1
Andrew Ryzhikov,1,7,1
Stefan Felsner,1,3,1
Daniel Heldt,1,3,1
Slawomir Lasota,1,12,1
Patrick Totzke,1,12,1
Andrzej Pelc,1,6,1
Hamid Kameli,1,1,1
Steffen Wendzel,1,4,1
Carolin Palmer,1,4,1
Marius Dumitran,1,16,1
Radu Grigore,1,21,1
Maxime D¨¦n¨¨s,1,19,1
Anders M?rtberg,1,19,1
Vincent Siles,1,19,1
Herman Z. Q. Chen,1,15,1
Jean-Bernard Hayet,1,76,1
Lawrence Dunn,1,12,1
Antoine Mottet,1,31,1
Matthieu Josuat-Verg¨¨s,1,3,1
Harald Richter,1,5,1
Arman Boyac?,1,3,2
Mordechai Shalom,1,3,2
Gorkem Polat,1,3,1
Nadime Francis,1,19,1
Robert Brignall,1,6,1
Jonathan Bloom,1,9,1
Keno Merckx,1,1,1
Valentin Blot,1,3,1
Luerbio Faria,1,7,1
Altan Kocyigit,1,3,1
Rubens Sucupira,1,7,1
Michael S. Payne,1,8,1
Noam Solomon,1,8,1
C¨¦line Moreira Dos Santos,1,8,1
Andrew Knyazev,1,4,1
Alexander Malyshev,1,4,1
Wei Wang,1,2,1
Juan Yan,1,2,1
Ran Pan,1,1,1
Alptekin Temizel,1,3,1
Derek Levin,1,6,1
Peter Nugent,1,6,1
Florin Manea,1,16,1
Julian Hohm,1,11,1
S. R. Kodituwakku,1,6,1
Erik P De Vink,1,13,1
Alice L. L. Gao,1,10,1
Emily X. L. Gao,1,10,1
Patxi Laborde-Zubieta,1,10,1
Philippe Moser,1,12,1
Hugo Nobrega,1,15,1
Michael A. Idowu,1,3,1
Sohini Roychowdhury,1,20,1
Michelle Emmons,1,20,1
Quang T. Bach,1,2,1
S?ren Debois,1,7,1
Thomas Hildebrandt,1,7,1
Tijs Slaats,1,7,1
Robin Houston,1,9,1
Michael H. Albert,1,20,1
Marie-Louise Lackner,1,20,1
Martin Lackner,1,20,1
Dmitry Chistikov,1,18,1
Dan Saracino,1,9,1
Michael W. Schroeder,1,1,1
Janusz Brzozowski,1,12,1
Sylvie Davies,1,12,1
Bo Yang Victor Liu,1,12,1
Andreas Heinemann,1,11,1
Mahsa Shirmohammadi,1,12,1
Sylvie Corteel,1,67,1
Carla D. Savage,1,67,1
Michael Weselcouch,1,67,1
Joshua Cooper,1,5,1
Chen Chen,1,17,1
Limin Jia,1,17,1
Hao Xu,1,17,1
Cheng Luo,1,17,1
Wenchao Zhou,1,17,1
Jay Pantone,1,6,1
ML Tlachac,1,6,1
Shunqi Wu,1,23,1
Mingyun Li,1,23,1
Josefran de Oliveira Bastos,1,2,1
Leonardo Nagami Coregliano,1,2,1
Thomas Sternagel,1,9,1
Jeremy Kepner,1,61,1
David Bader,1,61,1
Ayd?n Buluc,1,61,1
John Gilbert,1,61,1
Timothy Mattson,1,61,1
Henning Meyerhenke,1,61,1
Kitty Meeks,1,3,1
Dominik K. Vu,1,3,1
Sadegh Esmaeil Zadeh Soudjani,1,22,1
Alexander Wiesmaier,1,11,1
Romain Brenguier,1,56,1
Andrew M Marshall,1,2,1
Catherine Meadows,1,2,1
Alexandre Cl¨¦ment,1,9,2
Russell Harmer,1,16,1
Michael Wehar,1,18,1
Ram¨±nas Gutkovas,1,13,1
Bj?rn Victor,1,13,1
Christopher Coscia,1,1,1
Jonathan DeWitt,1,1,1
Fan Yang,1,1,1
Yiguang Zhang,1,1,1
Harry Crane,1,10,1
Stephen DeSalvo,1,10,1
Pascal Potvin,1,5,1
Mario Bonja,1,5,1
Gordon Bailey,1,5,1
Pierre Busnel,1,5,1
Fathiyeh Faghih,1,4,1
Sebastien Tixeuil,1,4,1
Sandeep Kulkarni,1,4,1
Mike M¨¹ller,1,2,1
Jie Xu,1,20,1
Danny Ho,1,20,1
Marcin Lewicki,1,1,1
Jes¨²s Dom¨ªnguez,1,1,1
Daniel M. Roy,1,22,1
Atul Laxman Katole,1,24,1
Krishna Prasad Yellapragada,1,24,1
Amish Kumar Bedi,1,24,1
Sehaj Singh Kalra,1,24,1
Mynepalli Siva Chaitanya,1,24,1
Tomasz Kajdanowicz,1,19,2
Leonardo Cabrer,1,4,1
Tadeja Kraner ?umenjak,1,4,1
Aleksandra Tepeh,1,4,1
Dierk Schleicher,1,41,1
Boon Thau Loo,1,17,1
Arnaud Lefebvre,1,2,1
Elise Prieur-Gaston,1,2,1
Ruixia Wang,1,12,1
C¨¦cilia Lancien,1,25,1
Robin Stoll,1,41,1
Tue Herlau,1,2,1
Morten M?rup,1,2,1
Mikkel N. Schmidt,1,2,1
Jessica Enright,1,2,1
Lorna Stewart,1,2,1
George B. Mertzios,1,46,1
Reza Naserasr,1,46,1
Petru Valicov,1,46,1
Gaelle Fontaine,1,18,1
Anthony Widjaja Lin,1,18,1
Fr¨¦d¨¦ric Vogels,1,29,1
Souha Ben Rayana,1,11,1
Saddek Bensalem,1,11,1
Piotr Br¨®dka,1,1,1
Jacques Combaz,1,11,1
Marco Bozzano,1,22,1
M. Boreale,1,24,1
Francesca Pampaloni,1,24,1
Muasaad Alrasheedi,1,12,1
Arif Raza,1,12,1
Petr Kolman,1,20,1
Hans Raj Tiwary,1,20,1
Bedon Nicolas,1,3,1
Silvio Capobianco,1,6,1
Siamak Taati,1,6,1
Tomasz Kociumaka,1,2,1
Thierry Lecroq,1,2,1
J. C. Costa,1,4,1
M. Zeitoun,1,4,1
Irini-Eleftheria Mens,1,25,1
Oded Maler,1,25,1
Mikl¨®s B¨®na,1,4,1
C. T. Chong,1,1,1
Gordon Hoi,1,1,1
Daniel Turetsky,1,1,1
Elie M. Adam,1,9,1
Munther A. Dahleh,1,9,1
Asuman Ozdaglar,1,9,1
George Chatzieleftheriou,1,39,1
Panagiotis Katsaros,1,39,1
Scott A. Smolka,1,39,1
Zeyao Yang,1,193,1
Lacramioara Astefanoaei,1,11,1
Vladimir Filipovic,1,9,1
Vijaykumar S.,1,21,1
Saravanakumar S. G.,1,21,1
M. Balamurugan,1,21,1
Willem Fouch¨¦,1,10,1
Janusz Sobecki,1,1,1
Laurent Bienvenu,1,7,1
Damien Desfontaines,1,7,1
Alexander Shen,1,7,1
Hyewon Seo,1,1,1
Marco Gario,1,22,1
Stefano Tonetta,1,22,1
Jean-Pierre Jouannaud,1,26,1
Albert Rubio,1,26,1
Dorota Kuziak,1,7,1
J. Almeida,1,4,1
Jose Luiz Fiadeiro,1,11,1
Klaus Drager,1,52,1
Vojtech Forejt,1,52,1
David Parker,1,52,1
Mateusz Ujma,1,52,1
Peter Dybjer,1,13,1
Francesco Ranzato,1,4,1
Kira Adaricheva,1,24,1
J. B. Nation,1,24,1
Daniel Graziotin,1,54,1
Xiaofeng Wang,1,54,1
Ryuta Arisaka,1,34,1
Artur Czumaj,1,10,1
Peter Davies,1,10,1
Dragan Matic,1,9,1
Jozef Kratica,1,9,1
Marco Rondina,1,1,2
Gunnar Wilken,1,4,1
Andreas Weiermann,1,4,1
Matthias Baaz,1,7,1
Agata Ciabattoni,1,7,1
Christian G Ferm¨¹ller,1,7,1
Zi-Ke Zhang,1,151,1
Tao Zhou,1,151,1
Claudio Sacerdoti Coen,1,48,1
Enrico Tassi,1,48,1
Adolfo Neto,1,3,1
Celso A. A. Kaestner,1,3,1
Paul Potgieter,1,7,1
Relinde Jurrius,1,4,1
Gavin Lowe,1,1,1
Soubhik Chakraborty,1,4,1
Ionut Tutu,1,11,1
Feng Qi,1,25,1
Martin Huschenbett,1,8,1
Freek Wiedijk,1,33,1
Fotini Markopoulou,1,13,1
Mohammad A. Al-Khedher,1,11,1
K. Munivara Prasad,1,9,1
A. Rama Mohan Reddy,1,9,1
M. Ganesh Karthik,1,9,1
Tomasz Mazur,1,1,1
Rasmus Ibsen-Jensen,1,12,1
Jan Otop,1,12,1
Sven Linker,1,28,1
Martin Hilscher,1,28,1
Piotr Pokora,1,1,1
Markus Kr?tzsch,1,35,1
Faouzi Hakimi,0,0,2
Arthur Cartel Foahom Gouabou,0,0,2
Kenza Amzil,0,0,2
Youngju Joung,0,0,1
Khaldoun Al Agha,0,0,1
Nour El Madhoun,0,0,1
Tristan Bilot,0,0,1
Tudor Dan Mihoc,0,0,1
Manuela Petrescu,0,0,1
Juan C. Alfaro,0,0,1
Jos¨¦ M. Puerta,0,0,3
Jos¨¦ A. G¨¢mez,0,0,3
Pablo Torrijos,0,0,3
Fabiana Vinci,0,0,1
Albert Helberg,0,0,1
Simbarashe Aldrin Ngorima,0,0,1
Estelle Pawlowski-Cherrier,0,0,1
Fabrice Jeanne,0,0,1
Anil Kumar Sao,0,0,1
Chirag Kamal Ahuja,0,0,1
Ximeng Li,0,0,1
Shyam Narayanan,0,0,1
Evan Chen,0,0,1
Alban Ponse,0,0,1
Jan A. Bergstra,0,0,1
Michael Ralston,0,0,1
Alberto Marcone,0,0,1
Giovanna D'Agostino,0,0,1
Leroux J¨¦r?me,0,0,1
Drewes Frank,0,0,1
Jarred Wieser,0,0,1
Lucy Pepin,0,0,1
Mitchell Paukner,0,0,1
Victor Larsen,0,0,1
Sogol Jahanbekam,0,0,1
Axel Brandt,0,0,1
Haibin Wu,0,0,1
Yuqun Chen,0,0,1
Ruggero Pagnan,0,0,1
Lareab Chaudhary,0,0,1
Zoltan Esik,0,0,1
Sai-nan Zheng,0,0,1
Dipak Ghosh,0,0,1
Anirban Bhaduri,0,0,1
Susmita Bhaduri,0,0,1
Yunyun Zhu,0,0,1
Alberto Ros,0,0,1
Carl Leonardsson,0,0,1
Stefanos Kaxiras,0,0,1
Hans-E. Porst,0,0,1
Timothy Highley,0,0,1
Xi Wu,0,0,1
Daqing Yang,0,0,1
Marcin Wolter,0,0,1
Marcin Kucharczyk,0,0,1
Milosz Zdybal,0,0,1
Jan Jurka,0,0,1
Marino Miculan,0,0,1
Davide Castelnovo,0,0,1
Ivan Georgiev,0,0,1
Yasuyuki Tsukamoto,0,0,1
Werner Kuich,0,0,1
Daniel Quernheim,0,0,1
Andreas Maletti,0,0,1
Thomas Hanneforth,0,0,1
Matthias Werner,0,0,1
Peter Steinbach,0,0,1
Honglian Xie,0,0,1
Naoki Hayashi,0,0,1
Jakub Przyby?o,0,0,1
Alex Kruckman,0,0,1
Siddharth Bhaskar,0,0,1
Robert S. Lubarsky,0,0,1
Ryu Hasegawa,0,0,1
David J. Reutter,0,0,1
Peter Battyanyi,0,0,1
Jacques Sakarovitch,0,0,1
Shigeki Akiyama,0,0,1
Oothan Nweit,0,0,1
Cyril Nicaud,0,0,1
Florent Koechlin,0,0,1
Philippe Duchon,0,0,1
Brendan D. McKay,0,0,1
Heidi Van den Camp,0,0,1
Lily Li Liu,0,0,1
M. N. Nazarov,0,0,1
Andrew Swan,0,0,1
Christina Savvidou,0,0,1
Ioannis Michos,0,0,1
Andrzej Ruci¨½ski,0,0,1
Andrzej Dudek,0,0,1
Matthew Hendtlass,0,0,1
Hannes Diener,0,0,1
Marko Malikovi?,0,0,1
Filip Mari?,0,0,1
Predrag Jani?i?,0,0,1
Carolyn L. Talcott,0,0,1
Ian A. Mason,0,0,1
Dominique Lecomte,0,0,1
Sumio Watanabe,0,0,1
Harrison Grodin,0,0,1
C. B. Aberl¨¦,0,0,1
Mehmet Fatih Amasyali,0,0,1
Gulsum Yigit,0,0,1
Ian Price,0,0,1
Yue Niu,0,0,1
Abolfazl Poureidi,0,0,1
Mohsen Alambardar Meybodi,0,0,1
Michael K. Patterson,0,0,1
Ramkumar Nagappan,0,0,1
Thomas Ilsche,0,0,1
Robert Sch?ne,0,0,1
Daniel Hackenberg,0,0,1
Joseph Schuchart,0,0,1
Moses Ganardi,0,0,1
Dianxuan Gong,0,0,1
Samuel Regan,0,0,1
Kurt-Ulrich Witt,0,0,1
Ulrich Gille?en,0,0,1
Alexander B¨¹chel,0,0,1
Christoph Spandl,0,0,1
Peter Hertling,0,0,1
Lazar Berbakov,0,0,1
Nata?a Zivi?,0,0,1
Vladimir Krsti?,0,0,1
Ivica Milosavljevi?,0,0,1
A. Porter,0,0,1
Milutin Cerovi?,0,0,1
Luka Lopu?ina,0,0,1
Emanuel Kieronski,0,0,1
Oskar Fiuk,0,0,1
Robert Harper,0,0,2
Jaap van Oosten,0,0,1
Ond?ej Kl¨ªma,0,0,1
Jorge Almeida,0,0,1
Shou-Jun Xu,0,0,1
Xiao-Lu Gao,0,0,1
Ludwig Staiger,0,0,1
Yuguo He,0,0,1
Jinge Li,0,0,1
M. Silimbani,0,0,1
N. Castronuovo,0,0,1
F. Bonetti,0,0,1
M. Barnabei,0,0,1
Pavel S. Ruzankin,0,0,1
Mat¨§j Dost¨¢l,0,0,1
Marta B¨ªlkov¨¢,0,0,1
Henk P. Barendregt,0,0,1
Huaming Zhang,0,0,1
Frank Ingram,0,0,1
Sheng Chen,0,0,1
Xiao Zhao,0,0,1
¨¦mile Nadeau,0,0,1
Christian Bean,0,0,1
Yongwu Rong,0,0,1
Pavel Avdeyev,0,0,1
Sergey Aganezov,0,0,1
Chris Blondia,0,0,1
Jeremy Van den Eynde,0,0,1
Tatiana Gaintseva,0,0,1
Jean A. Guillaume,0,0,1
Jos¨¦ A. Vallejo,0,0,1
Setsuo Takato,0,0,1
Alexey O. Zakharov,0,0,1
Fatemeh Ghassemi,0,0,1
Mahsa Zarneshan,0,0,1
Klaus Reinhardt,0,0,1
Mika Hirvensalo,0,0,1
G?kalp Demirci,0,0,1
G. Michele Pinna,0,0,1
Philippe Queinnec,0,0,1
Aur¨¦lie Hurault,0,0,1
Adam Shimi,0,0,1
Mohamed El Merouani,0,0,1
Fatima Zahra Yamani,0,0,1
Zdenek Sawa,0,0,1
Petr Osicka,0,0,1
Samuel Balco,0,0,1
Kenjiro Takazawa,0,0,1
Jean-Marie Madiot,0,0,1
Asma Guedidi,0,0,1
Judit Nagy-Gy?rgy,0,0,1
B¨¦la Csaba,0,0,1
Mohamed Abdel Hameed El-Hawy,0,0,1
Koushik Sai Veerella,0,0,1
Harish Neelam,0,0,1
Saurabh Kulkarni,0,0,1
Ajay Kulkarni,0,0,1
Maciej Zyrek,0,0,1
Andr¨¦s Viso,0,0,1
Eduardo Bonelli,0,0,1
M¨¢t¨¦ Vizer,0,0,1
D¨¢niel Gerbner,0,0,1
John Hatcliff,0,0,1
Marjan Sirjani,0,0,1
Ehsan Khamespanah,0,0,1
M. Clarence Protin,0,0,1
Hadi Alizadeh,0,0,1
Ulrike Brandt,0,0,1
Hermann K. -G. Walter,0,0,1
Nils K?pp,0,0,1
Humberto J. Longo,0,0,1
Les R. Foulds,0,0,1
Erika Coelho,0,0,1
M¨¢rcia R. Cappelle,0,0,1
Giovanni Rosso,0,0,1
Jesse Racicot,0,0,1
Benjamin R. Jones,0,0,1
Avgerinos Delkos,0,0,1
Viacheslav Vyshegorodtsev,0,0,1
Dmitrii Galimzianov,0,0,1
Widad Laala,0,0,1
Luc Devroye,0,0,1
Anna M. Brandenberger,0,0,1
Alessandro Aldini,0,0,1
Andrea Esposito,0,0,1
Christopher Jefferson,0,0,1
?zg¨¹r Akg¨¹n,0,0,1
Ruth Hoffmann,0,0,1
Oscar A. Lopez,0,0,1
Erik Lentz,0,0,1
Iliana Alvarez,0,0,1
Cameron Mackenzie,0,0,1
Emily Ellwein,0,0,1
Thad Boydston,0,0,1
Audun Myers,0,0,1
Bill Kay,0,0,1
Sarah Winter,0,0,1
Maruf Ahmed Mridul,0,0,1
Sadique Ahmmod Rifat,0,0,1
Tirtha Roy,0,0,1
Arnab Sen Sharma,0,0,1
Wendy Myrvold,0,0,1
Aaron Slobodin,0,0,1
Sabina Rossi,0,0,1
Mika?l Ates,0,0,1
Maryline Laurent,0,0,1
Paul Marillonnet,0,0,1
Christian Anti?,0,0,1
Juris Smotrovs,0,0,1
Yunus Emre Demirci,0,0,1
Altar ?i?eksiz,0,0,1
Rosie Y. Zhao,0,0,1
Marcel K. Goh,0,0,1
Tilak Agerwala,0,0,1
Manoj Muniswamaiah,0,0,1
P. Sala,0,0,1
A. Peron,0,0,1
A. Montanari,0,0,1
L. Bozzelli,0,0,1
Luc Pellissier,0,0,1
Aurore Alcolei,0,0,1
Hannah Swickheimer,0,0,1
Tian Han,0,0,1
Matthias Beck,0,0,1
Alex Rice,0,0,1
Sampada Kolhatkar,0,0,1
Mahdi Modhaffar,0,0,1
Lucas Pastor,0,0,1
Caroline Brosse,0,0,1
Davide Trotta,0,0,1
Daniel Ventura,0,0,1
Lo?c Peyrot,0,0,1
Xishun Zhao,0,0,1
Kexu Wang,0,0,1
Douglas Suth Bridges,0,0,1
Bineet Ghosh,0,0,1
T. K. Samanta,0,0,1
Prasenjit Ghosh,0,0,1
Eduardo Adam Navas-L¨®pez,0,0,1
Mark Daniel Ward,0,0,1
Werner Schachinger,0,0,1
Guy Louchard,0,0,1
Arnott Kidner,0,0,1
Richard C Brewster,0,0,1
Charles C. Tappert,0,0,1
Xiangnan Zhou,0,0,1
Liping Zhang,0,0,1
Mengjie Jin,0,0,1
Hualin Miao,0,0,1
Gary MacGillivray,0,0,3
Christopher Duffy,0,0,2
Agata Jastrz?bowska,0,0,1
Izabela Grabowska,0,0,1
Pawe? Sochaczewski,0,0,1
Luciano Margara,0,0,1
Tim Gerrits,0,0,1
Torsten Wolfgang Kuhlen,0,0,1
Joachim Protze,0,0,1
Dirk Norbert Helmrich,0,0,1
Ali Can Demiralp,0,0,1
Manlio Valenti,0,0,1
Zhaorong He,0,0,1
Huarong Zhang,0,0,1
John Frith,0,0,1
Anneliese Schauerte,0,0,1
Xiangping Chu,0,0,1
Qingguo Li,0,0,5
Huijun Hou,0,0,1
Yulin Li,0,0,1
Min Liu,0,0,1
Xiaojun Ruan,0,0,1
Xiaodong Jia,0,0,1
H. Kou,0,0,1
X. Xie,0,0,1
Z. Lyu,0,0,1
Jinbo Yang,0,0,1
Yinglong Song,0,0,1
Mohammed Haddad,0,0,1
Sebastian Czerwi¨½ski,0,0,1
K. K. Nisha,0,0,1
N. S. Narayanaswamy,0,0,1
S. M. Dhannya,0,0,1
Wai Lam Fong,0,0,1
Stephan Dominique Andres,0,0,2
Blai Bonet,0,0,1
Nerio Borges,0,0,1
Mateusz Pyzik,0,0,1
Tobias Hofmann,0,0,1
Frank G?ring,0,0,1
¨¢lvaro Garc¨ªa-P¨¦rez,0,0,1
Pablo Nogueira,0,0,1
Christoph Wernhard,0,0,1
Zhongqiang Yang,0,0,1
Eduard Huntingford,0,0,1
Luis Barguno,0,0,1
Julie McLeod,0,0,1
Kim Jungwon,0,0,1
Steve Cayzer,0,0,1
Peter Bentley,0,0,1
Roland Gl¨¹ck,0,0,1
Rik Sengupta,0,0,1
Jonathan Lenchner,0,0,1
Phokion Kolaitis,0,0,1
Ronald Fagin,0,0,1
Marco Carmosino,0,0,1
Simon Santschi,0,0,1
Adrien Guatto,0,0,1
Olivier Togni,0,0,1
Hamida Seba,0,0,1
Vincent Rahli,0,0,1
?imon Schierreich,0,0,1
Michal Dvo?¨¢k,0,0,1
Aliaa A. A. Youssif,0,0,1
Ashraf M. Mohy Eldin,0,0,1
Vladimir Anashin,0,0,1
Elli Anastasiadi,0,0,1
Antonis Achilleos,0,0,1
Claude Kirchner,0,0,1
Mahdi Ali-Akbari,0,0,1
Massoud Pourmahdian,0,0,1
Gus Gutoski,0,0,1
Hari Cohly,0,0,1
Raphael Isokpehi,0,0,1
Nataliya Kostyuk,0,0,1
Ashish Tiwari,0,0,1
Adil Hussain,0,0,1
Sajjad Saleem,0,0,1
Chintamani Bagwe,0,0,1
Daniel Luckhardt,0,0,1
Jui-Hsuan Wu,0,0,1
Elies Harington,0,0,1
Tomohiro Koana,0,0,1
Leon Kellerhals,0,0,1
Lito Goldmann,0,0,1
Mitsumasa Ikeda,0,0,1
Amit Kulkarni,0,0,1
Justin Jose,0,0,1
Prasad Samudrala,0,0,1
Alex Dixon,0,0,1
Manoj Changat,0,0,1
Arun Anil,0,0,1
Noriaki Hashimoto,0,0,1
Joshua Butke,0,0,1
Yamini Muralitharan,0,0,1
Kausal Malladi,0,0,1
Srivatsan Sridharan,0,0,1
Jun Sakuma,0,0,1
Koichi Ohshima,0,0,1
Hiroaki Miyoshi,0,0,1
Zhentao Li,0,0,1
Nicolas Delfosse,0,0,1
Paula Santos,0,0,1
Christy Bobby Thomas,0,0,1
Kiranmayee Janardhan,0,0,1
Kamran Siddique,0,0,1
Zahid Akhtar,0,0,1
Nabila Majeed,0,0,1
Fanny Pascual,0,0,1
Jan Frans Willem Slaets,0,0,1
Lirio Onofre Baptista de Almeida,0,0,1
Rafael Tuma Guariento,0,0,1
Paulo Matias,0,0,1
